# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-s" "1" "-t" "gene" "-g" "ID" "--primary" "-T" "16" "-a" "../sacCer3/sacCer3_RENAMED.gff" "-o" "wrs3_s1_counts.txt" "BRR1_WRS1_dupl.bam" "BRR1_WRS2_dupl.bam" "BRR2_WRS1_dupl.bam" "BRR2_WRS2_dupl.bam" "BRR3_WRS1_dupl.bam" "BRR3_WRS2_dupl.bam" 
Geneid	Chr	Start	End	Strand	Length	BRR1_WRS1_dupl.bam	BRR1_WRS2_dupl.bam	BRR2_WRS1_dupl.bam	BRR2_WRS2_dupl.bam	BRR3_WRS1_dupl.bam	BRR3_WRS2_dupl.bam
YBR126W-B	2	490927	491070	+	144	308	926	296	1382	402	1500
YBR127C	2	491269	492822	-	1554	34733	61107	43774	46726	56559	38582
YBR128C	2	493081	494115	-	1035	1936	3119	540	2358	1812	2189
YBR129C	2	494353	495339	-	987	4833	3983	2968	2766	4111	2934
YBR130C	2	495592	496869	-	1278	1317	4689	2887	3913	3277	3584
YBR131W	2	497163	499277	+	2115	1766	2252	3219	2477	3901	2115
YBR131C-A	2	497650	497739	-	90	0	4	0	0	1	0
YBR132C	2	499652	501442	-	1791	1389	6748	1731	3591	3231	3405
YBR133C	2	501804	504287	-	2484	2397	5385	3980	4359	5820	4284
YBR134W	2	504243	504644	+	402	7	29	7	4	19	12
YBR135W	2	504854	505306	+	453	642	796	604	643	2020	495
YBR136W	2	505668	512774	+	7107	3363	6396	4867	4957	11587	4191
YBR137W	2	513044	513583	+	540	3196	6415	2934	5348	4528	4785
YBR138C	2	513762	515336	-	1575	1686	2664	1016	1749	1487	1745
YBR139W	2	515664	517190	+	1527	3090	15024	3328	7957	4474	5578
YBR140C	2	517350	526628	-	9279	16687	38349	20497	27393	44636	20245
YBR141C	2	527025	528038	-	1014	2851	971	6522	3024	6355	2454
YBR141W-A	2	527167	527262	+	96	111	169	105	197	166	242
YBR142W	2	528317	530638	+	2322	10442	2528	17813	5700	15379	4885
YBR143C	2	530869	532182	-	1314	9157	6455	7854	4892	15060	4481
YBR144C	2	533235	533549	-	315	312	226	212	204	150	131
YBR145W	2	533762	534817	+	1056	4684	2394	2212	1964	2828	1569
YBR146W	2	535260	536096	+	837	8081	9742	7245	8557	8528	5853
YBR147W	2	536575	537465	+	891	21980	9170	8708	5474	5960	4301
YBR148W	2	537876	539705	+	1830	2718	2453	2787	1922	1636	1461
YBR149W	2	539987	541021	+	1035	15844	58305	18455	43525	32271	36703
YBR150C	2	541209	544493	-	3285	5999	8957	6990	6593	9297	5079
YBR151W	2	545028	545978	+	951	9114	14414	5180	13631	11086	9635
YBR152W	2	546376	547251	+	876	1319	1144	1417	1148	2381	939
YBR153W	2	547460	548194	+	735	2145	1445	1828	1560	2586	1270
YBR154C	2	548362	549009	-	648	19284	10479	20725	10877	20724	9694
YBR155W	2	549771	550928	+	1158	1903	1135	5881	2471	8468	1886
YBR156C	2	551104	553200	-	2097	514	2636	1003	2358	2450	2097
YBR157C	2	553543	554310	-	768	2637	2387	6591	5902	8783	7112
YBR158W	2	556549	558198	+	1650	4052	5655	5826	4199	6440	4594
YBR159W	2	558685	559728	+	1044	3156	4177	2762	3142	4604	2457
YBR160W	2	560078	560974	+	897	1332	2208	964	1745	3786	1326
YBR161W	2	561634	562764	+	1131	341	1075	779	1301	1010	964
YBR162C	2	563203	564570	-	1368	8222	12707	7720	7090	7871	5319
YBR162W-A	2	565231	565428	+	198	18000	10798	12261	12709	13449	9662
YBR163W	2	565723	567480	+	1758	4508	4685	5842	4480	6684	3576
YBR164C	2	567875	568426	-	552	4528	3769	3482	3232	4901	2918
YBR165W	2	568852	569685	+	834	5594	4492	3767	3246	3962	2797
YBR166C	2	569842	571200	-	1359	6734	4955	6041	3848	6735	3123
YBR167C	2	571468	571890	-	423	851	963	705	702	1323	688
YBR168W	2	572371	573612	+	1242	2574	4081	1870	2832	2790	2378
YBR169C	2	573915	575996	-	2082	3213	37136	9068	31739	18806	25087
YBR170C	2	576344	578086	-	1743	3585	7567	4503	6042	7951	5261
YBR171W	2	578364	578984	+	621	7919	9262	8459	6601	9811	5311
YBR172C	2	579150	581372	-	2223	6238	11253	14166	9615	15033	7918
YBR173C	2	581726	582172	-	447	8940	12025	7581	8829	9492	7643
YBR174C	2	582338	582652	-	315	4	14	5	2	10	10
YBR175W	2	582408	583355	+	948	2247	1242	2463	1674	2606	1602
YBR176W	2	583720	584658	+	939	1400	1563	1502	1685	2312	1319
YBR177C	2	584807	586162	-	1356	5168	8745	5473	5941	5525	4991
YBR178W	2	586071	586445	+	375	25	36	5	30	22	24
YBR179C	2	586547	589114	-	2568	4061	8780	5207	6267	7711	4904
YBR180W	2	589741	591459	+	1719	29	43	19	30	45	56
YBR181C	2	591712	592774	-	1063	66844	37752	59232	41908	75523	42447
YBR182C	2	593506	594864	-	1359	1133	478	1077	516	925	408
YBR182C-A	2	595361	595555	-	195	88	35	73	56	44	35
YBR183W	2	596115	597065	+	951	2745	8307	1297	4313	2417	3567
YBR184W	2	597363	598934	+	1572	631	1293	664	993	1065	1106
YBR185C	2	599123	599959	-	837	2790	3514	1867	3338	2749	2291
YBR186W	2	600553	602360	+	1808	170	334	170	243	411	248
YBR187W	2	602634	603476	+	843	4963	3724	5012	4073	6061	4004
YBR188C	2	603685	604107	-	423	2509	2497	2155	2312	3391	2110
YBR189W	2	604508	605508	+	1001	133161	71709	105891	72205	144186	70626
YBR190W	2	605966	606277	+	312	253	253	185	201	185	248
YBR191W	2	606270	607140	+	871	17891	11809	17410	12718	28324	13286
YBR191W-A	2	607149	607223	+	75	989	980	1056	720	1139	898
YBR192W	2	607652	608785	+	1134	5067	4255	4815	4146	6404	3253
YBR193C	2	609082	609753	-	672	796	2125	1266	1499	2502	1458
YBR194W	2	610038	610409	+	372	305	274	183	302	377	249
YBR195C	2	610614	611882	-	1269	2482	2434	2729	2488	4100	2170
YBR196C	2	612236	613900	-	1665	27120	59158	41564	48652	60823	39242
YBR196C-A	2	614024	614173	-	150	129	124	178	167	164	83
YBR196C-B	2	614526	614630	-	105	100	111	144	126	186	106
YBR197C	2	615203	615856	-	654	1936	3306	3050	3646	4581	3261
YBR198C	2	616127	618523	-	2397	4405	7323	6080	5535	10629	4850
YBR199W	2	618909	620303	+	1395	8605	16986	7310	9635	10661	7252
YBR200W	2	620872	622527	+	1656	5360	5625	6653	4800	7720	4403
YBR200W-A	2	622983	623147	+	165	8	1	0	4	2	0
YBR201W	2	623576	624211	+	636	1564	2177	1164	1777	1899	1370
YBR201C-A	2	624493	624696	-	204	941	1001	611	753	1085	817
YBR202W	2	625772	628309	+	2538	6658	8588	10520	7566	19967	6352
YBR203W	2	629168	631942	+	2775	6329	16113	8415	13027	15172	12611
YBR204C	2	632254	633381	-	1128	2226	4003	1375	3298	2502	2802
YBR205W	2	633622	634836	+	1215	3948	5073	2957	2977	3925	2352
YBR206W	2	634601	634924	+	324	232	461	198	275	263	143
YBR207W	2	635146	636543	+	1398	6629	6949	4212	4646	4541	3280
YBR208C	2	636703	642210	-	5508	29832	7946	14977	8561	31634	6049
YBR209W	2	642583	642900	+	318	79	55	38	35	68	55
YBR210W	2	645550	645978	+	429	1537	1667	1302	1500	1750	1359
YBR211C	2	646158	647132	-	975	3760	2635	2111	1701	2257	1546
YBR212W	2	647886	649904	+	2019	1835	5524	1607	2367	8087	2003
YBR213W	2	650368	651192	+	825	1024	551	2302	717	3999	646
YBR214W	2	651415	652998	+	1584	292	5594	590	2974	3660	2463
YBR215W	2	653356	655317	+	1962	1162	5331	3044	4103	5169	3517
YBR216C	2	655576	657600	-	2025	2510	4570	2804	3363	4731	3055
YBR217W	2	657832	658392	+	561	3645	2934	2290	2021	2835	1949
YBR218C	2	658707	662249	-	3543	8929	27664	20439	22126	30050	16296
YBR219C	2	662499	663303	-	805	908	756	925	476	670	402
YBR220C	2	662995	664677	-	1683	3758	2360	3468	2392	3339	2125
YBR221C	2	665153	666253	-	1101	14631	24153	14533	18748	23592	15605
YBR221W-A	2	666538	666642	+	105	5	12	14	3	4	5
YBR222C	2	666720	668351	-	1632	33996	24750	28254	20438	32923	19740
YBR223C	2	668663	670297	-	1635	622	2553	886	1869	2271	1744
YBR223W-A	2	668721	668840	+	120	25	5	19	21	35	10
YBR224W	2	670125	670640	+	516	115	156	74	88	235	70
YBR225W	2	670627	673329	+	2703	713	2455	914	1650	3226	1468
YBR226C	2	673155	673565	-	411	65	60	94	47	87	36
YBR227C	2	673572	675134	-	1563	2624	2703	3073	2143	5642	1734
YBR228W	2	675313	676227	+	915	4277	3502	3681	3324	5070	3243
YBR229C	2	676357	679221	-	2865	3642	12664	6100	7039	8084	5841
YBR230C	2	679549	680050	-	502	12081	58322	17876	42362	28264	45526
YBR230W-A	2	680362	680562	+	201	4729	13969	5243	11315	6433	11083
YBR231C	2	682179	683090	-	912	3678	7293	5597	6542	7392	6004
YBR232C	2	683373	683732	-	360	374	365	220	316	338	417
YBR233W	2	683428	684669	+	1242	901	4350	2226	3662	3794	2648
YBR233W-A	2	684977	685261	+	285	3736	4370	3285	3887	4315	3574
YBR234C	2	685438	686592	-	1155	3991	11935	5823	9555	10197	8126
YBR235W	2	686901	690263	+	3363	5778	6264	5300	4588	6708	4095
YBR236C	2	690383	691693	-	1311	7913	6609	5123	4806	6878	4114
YBR237W	2	691969	694518	+	2550	7864	8501	6908	6628	9654	5249
YBR238C	2	695107	697302	-	2196	224	362	1735	2045	2367	1394
YBR239C	2	698354	699943	-	1590	404	930	858	1050	2274	918
YBR240C	2	700490	701842	-	1353	16780	8270	13994	8066	14524	7886
YBR241C	2	702589	704055	-	1467	1335	11330	2242	6186	4068	4669
YBR242W	2	704670	705386	+	717	1215	3484	2264	2969	3359	2992
YBR243C	2	705447	706793	-	1347	849	2919	1217	1648	1581	1258
YBR244W	2	707528	708016	+	489	1591	1013	1059	1105	1148	891
YBR245C	2	708150	711539	-	3390	5123	13545	10003	9877	18147	7242
YBR246W	2	711591	712754	+	1164	595	1370	1038	1024	1945	1043
YBR247C	2	713004	714455	-	1452	5574	1639	7729	3253	12373	2753
YBR248C	2	714807	716465	-	1659	18503	11116	17574	10095	21485	8057
YBR249C	2	716882	717994	-	1113	25460	16413	21701	13510	24779	11567
YBR250W	2	719033	720604	+	1572	407	601	752	557	823	444
YBR251W	2	721390	722313	+	924	1726	3528	2082	2873	3945	2390
YBR252W	2	722611	723054	+	444	4260	2998	3557	3569	4787	2706
YBR253W	2	723270	723635	+	366	4722	4295	3482	3335	4270	3004
YBR254C	2	723736	724263	-	528	2147	1618	2005	1792	2614	1613
YBR255W	2	724456	726540	+	2085	2820	6449	4466	4897	7887	4039
YBR255C-A	2	726618	727074	-	457	4292	10883	3853	7850	6485	7524
YBR256C	2	727386	728102	-	717	17362	14755	14896	14330	20151	13660
YBR257W	2	728885	729724	+	840	5577	3098	4809	3275	4972	2947
YBR258C	2	729734	730162	-	429	1284	1211	992	1148	1516	1061
YBR259W	2	730387	732453	+	2067	3125	1935	2260	1970	3404	1860
YBR260C	2	732639	734639	-	2001	1787	3632	2499	2731	5158	2281
YBR261C	2	734832	735530	-	699	3064	2313	4153	2484	4926	2197
YBR262C	2	735720	736040	-	321	9791	10436	6238	9102	8471	7034
YBR263W	2	736264	737736	+	1473	8518	12554	11782	9886	17013	8500
YBR264C	2	737770	738369	-	600	3631	3960	2866	3273	3761	2993
YBR265W	2	738582	739544	+	963	2241	6132	3526	4838	7415	4725
YBR267W	2	739841	741022	+	1182	14551	4489	20242	5931	17455	4410
YBR266C	2	739936	740388	-	453	85	26	106	26	54	42
YBR268W	2	741299	741616	+	318	4561	7152	3970	7106	5487	5141
YBR269C	2	742160	742576	-	417	2145	19442	5990	15545	10571	13140
YBR270C	2	742761	744398	-	1638	1493	2070	1648	1983	2560	1948
YBR271W	2	744852	746111	+	1260	1688	756	2400	932	3527	955
YBR272C	2	746361	747803	-	1443	2789	4465	2600	2986	3983	2601
YBR273C	2	748061	749371	-	1311	6350	7433	3937	5048	5595	4528
YBR274W	2	749594	751177	+	1584	2045	1980	1489	1674	2412	1434
YBR275C	2	751356	757106	-	5751	8784	12258	9199	10102	22352	7074
YBR276C	2	757620	760043	-	2424	2971	3592	2805	3151	7723	2769
YBR277C	2	760215	760616	-	402	91	80	59	78	95	92
YBR278W	2	760294	760899	+	606	5421	6746	3441	5201	6606	4120
YBR279W	2	761257	762594	+	1338	9856	10744	10213	8580	14738	7234
YBR280C	2	762784	764697	-	1914	1354	6256	1120	4695	3529	4246
YBR281C	2	764970	767606	-	2637	3178	2886	5160	2699	7266	1989
YBR282W	2	768240	768680	+	441	4462	5147	3921	4790	4149	3855
YBR283C	2	768943	770415	-	1473	7122	16087	12147	9873	10054	7156
YBR284W	2	771239	773632	+	2394	415	1059	391	1047	756	820
YBR285W	2	773922	774356	+	435	1524	6802	686	5509	1652	3824
YBR286W	2	774700	776313	+	1614	19247	52218	20386	28328	25996	19818
YBR287W	2	776571	777854	+	1284	6298	7962	4794	5224	4343	3693
YBR288C	2	778012	779463	-	1452	3874	3060	3257	2879	3901	2392
YBR289W	2	779667	782384	+	2718	2828	9989	4392	6061	10851	4935
YBR290W	2	782591	783556	+	966	17129	13688	9115	8076	8776	6506
YBR291C	2	783673	784572	-	900	20942	3135	12820	2749	10381	2811
YBR292C	2	784702	785073	-	372	130	163	217	209	330	130
YBR293W	2	787006	788430	+	1425	1414	881	1556	756	1576	710
YBR294W	2	789235	791814	+	2580	110583	38367	152496	27362	124080	10562
YBR295W	2	792849	796499	+	3651	6466	6804	4568	5071	7385	5176
YBR296C	2	796798	798522	-	1725	5104	592	4373	448	836	403
YBR296C-A	2	800123	800242	-	120	166	173	115	229	197	118
YBR297W	2	800523	801929	+	1407	7938	7035	5982	6131	5544	5309
YBR298C	2	802631	804475	-	1845	10599	10719	4314	7065	7288	5678
YBR298C-A	2	805035	805256	-	222	0	9	0	4	8	9
YBR299W	2	805351	807105	+	1755	607	978	774	900	1108	638
YBR300C	2	808600	809097	-	498	1	7	3	3	7	2
YBR301W	2	809057	809419	+	363	2	7	10	10	7	4
YBR302C	2	810340	811479	-	1140	306	483	173	346	253	249
YCL076W	3	1392	2135	+	744	0	28	0	0	10	0
YCL073C	3	6479	8326	-	1848	4	36	8	8	31	2
YCL069W	3	9706	11082	+	1377	0	11	4	2	12	0
YCL068C	3	11503	12285	-	783	0	10	0	2	10	0
YCL067C	3	12386	13018	-	633	8	0	0	6	0	0
YCL066W	3	13282	13809	+	528	1	0	0	0	0	1
YCL065W	3	13751	14119	+	369	27	14	11	20	16	15
YCL064C	3	15798	16880	-	1083	197	473	223	404	586	262
YCL063W	3	17290	18561	+	1272	693	2364	1434	1353	2008	1360
YCL061C	3	18816	22106	-	3291	4067	7019	3942	5624	14129	3914
YCL059C	3	22429	23379	-	951	23779	3985	15221	4391	15115	3774
YCL058C	3	23523	23981	-	459	1210	2212	1218	2176	1720	2003
YCL058W-A	3	23584	23925	+	342	5876	2082	7338	3288	5408	3005
YCL057C-A	3	24032	24325	-	294	5392	10003	5663	10880	8416	9343
YCL057W	3	24768	26906	+	2139	1423	5214	2407	3074	8539	2655
YCL056C	3	26925	27359	-	435	3446	3231	2482	2941	3537	2653
YCL055W	3	27929	28936	+	1008	4022	3572	2516	2506	3208	2223
YCL054W-A	3	30910	30996	+	87	310	204	74	207	290	217
YCL054W	3	31449	33974	+	2526	25151	5981	23539	6562	27981	5214
YCL052C	3	34143	35393	-	1251	4016	6952	2822	6017	4126	4908
YCL051W	3	35865	37616	+	1752	2835	6040	2524	4115	4805	3590
YCL050C	3	37836	38801	-	966	3855	9569	6881	8080	10088	6834
YCL049C	3	39786	40724	-	939	1933	7676	2529	4747	3360	3774
YCL048W-A	3	41488	41727	+	240	466	4841	834	4897	1094	4886
YCL048W	3	42165	43556	+	1392	69	193	54	138	98	141
YCL047C	3	43661	44437	-	777	2515	1932	1793	2019	2911	1644
YCL045C	3	44623	46905	-	2283	1936	5883	3794	3536	6209	2834
YCL046W	3	46640	46963	+	324	6	27	16	6	20	8
YCL044C	3	47111	48364	-	1254	444	1085	868	826	2106	656
YCL043C	3	48653	50221	-	1569	5111	14200	6264	6949	19053	5527
YCL041C	3	50133	50627	-	495	35	90	26	66	42	51
YCL042W	3	50584	50943	+	360	71	198	53	86	35	116
YCL040W	3	50838	52340	+	1503	20875	119658	16741	67218	37866	60786
YCL039W	3	52645	54882	+	2238	734	2873	710	2000	2922	1879
YCL038C	3	54941	56527	-	1587	1017	1926	833	1262	1021	1047
YCL037C	3	57374	58678	-	1305	880	585	1411	545	6227	614
YCL036W	3	59026	60726	+	1701	6878	1142	10309	2862	10239	3103
YCL035C	3	60841	61173	-	333	13644	39319	13241	34183	19697	30450
YCL034W	3	61658	62722	+	1065	9985	16088	5337	10153	9313	8876
YCL033C	3	62776	63282	-	507	3121	7617	3529	6601	6820	6495
YCL032W	3	63441	64481	+	1041	2303	5941	2873	3792	4596	3141
YCL031C	3	64675	65568	-	894	15926	9375	12472	8018	12637	6754
YCL030C	3	65934	68333	-	2400	56353	36326	34347	24559	40468	19243
YCL029C	3	68599	69921	-	1323	2141	3339	3814	3172	5603	2439
YCL028W	3	70150	71367	+	1218	5275	9586	5652	6714	13591	5750
YCL027W	3	71803	73341	+	1539	232	536	250	401	355	293
YCL026C-B	3	73405	73986	-	582	396	820	522	843	1450	560
YCL026C-A	3	74704	75285	-	582	71	86	382	138	129	60
YCL025C	3	76018	77919	-	1902	77388	57497	99745	34295	68617	37336
YCL023C	3	78949	79296	-	348	0	8	14	13	21	4
YCL024W	3	79162	82275	+	3114	5653	4385	3081	3964	10080	2623
YCL022C	3	81570	82085	-	516	5	17	10	9	17	8
YCL021W-A	3	83620	83997	+	378	495	409	426	342	538	367
YCL018W	3	91324	92418	+	1095	8387	14332	17528	15148	19593	10995
YCL017C	3	92777	94270	-	1494	8238	9532	8588	7282	11294	5958
YCL016C	3	94621	95763	-	1143	1729	2562	2018	1891	3091	1686
YCL014W	3	96281	101191	+	4911	1528	7427	2875	4527	9057	4487
YCL012C	3	101317	101788	-	472	636	3115	1708	2651	2293	2681
YCL011C	3	102075	103358	-	1284	30012	22700	19764	16452	26139	13801
YCL010C	3	103571	104350	-	780	9359	7790	6859	6223	9437	5914
YCL009C	3	104619	105548	-	930	920	3475	2203	2532	8921	2124
YCL008C	3	105696	106853	-	1158	625	1210	939	1192	3016	936
YCL007C	3	106974	107366	-	393	60	56	72	80	68	42
YCL005W-A	3	107023	107417	+	395	7479	10712	8659	10763	9410	9821
YCL005W	3	108021	108791	+	771	756	1380	1413	1189	1209	1063
YCL004W	3	109105	110670	+	1566	360	2090	863	1668	1711	1352
YCL002C	3	110808	111675	-	868	1923	941	1103	863	1381	925
YCL001W	3	111916	112482	+	567	8515	10983	6298	7555	9042	6162
YCL001W-A	3	113080	113541	+	462	141	158	211	125	192	151
YCL001W-B	3	113770	114024	+	255	100	129	101	98	146	76
YCR001W	3	115685	115999	+	315	2	6	4	9	4	4
YCR002C	3	117380	118348	-	969	4046	6821	3728	4735	5603	3820
YCR003W	3	118620	119171	+	552	7761	6944	5305	6078	5477	4306
YCR004C	3	119575	120318	-	744	8992	32369	12064	23787	20367	22752
YCR005C	3	120946	122328	-	1383	94547	88569	52599	52744	94307	64045
YCR006C	3	122530	123003	-	474	1290	1892	875	1032	957	1243
YCR007C	3	126011	126730	-	720	1222	1456	1007	1305	1575	1082
YCR008W	3	128470	130281	+	1812	10676	13343	10218	9007	11816	7563
YCR009C	3	130745	131542	-	798	11033	12509	6420	10282	8640	7985
YCR010C	3	132273	133124	-	852	18420	98058	17001	29120	57768	46995
YCR011C	3	133724	136873	-	3150	10419	20135	7610	12501	12602	9128
YCR012W	3	137746	138996	+	1251	81727	145450	81388	118778	130842	100786
YCR013C	3	138402	139049	-	648	60	109	67	141	103	161
YCR014C	3	139185	140933	-	1749	6071	6931	5260	4869	7499	4081
YCR015C	3	141217	142170	-	954	2856	2578	2395	2332	2876	1844
YCR016W	3	143634	144506	+	873	5323	2301	10644	4184	7969	3183
YCR017C	3	144773	147634	-	2862	8943	11108	7507	5775	8441	4556
YCR018C	3	148238	148903	-	666	1110	1349	933	1516	1262	1186
YCR018C-A	3	151608	151862	-	255	262	238	189	257	274	218
YCR019W	3	152837	153928	+	1092	3679	2868	2509	2245	3046	2122
YCR020C	3	154012	154659	-	648	2379	3936	2775	3680	3898	3520
YCR020C-A	3	154830	155096	-	267	2017	1227	1758	1584	2789	1666
YCR020W-B	3	155320	155556	+	237	7638	3921	6677	4274	5593	3792
YCR021C	3	156109	157107	-	999	514	4959	2281	5249	1032	4316
YCR022C	3	157421	157765	-	345	77	122	104	91	69	75
YCR023C	3	158538	160373	-	1836	2522	5541	2499	3750	4771	2954
YCR024C	3	160744	162222	-	1479	999	3488	2349	3374	3418	2503
YCR024C-B	3	162599	162865	-	267	5385	5347	5048	4258	5066	4114
YCR024C-A	3	162945	163067	-	123	9665	9071	8736	7234	7911	7318
YCR025C	3	163446	163856	-	411	221	287	343	282	199	148
YCR026C	3	164111	166339	-	2229	9099	12474	11135	11279	15234	8613
YCR027C	3	167370	167999	-	630	1788	1820	1909	1418	2164	1168
YCR028C	3	170886	172424	-	1539	4773	3092	4689	2277	4306	2194
YCR028C-A	3	172950	173440	-	491	11677	12508	9236	10504	13272	9598
YCR030C	3	173826	176438	-	2613	1104	2740	948	1505	3424	1345
YCR031C	3	177500	178220	-	721	14371	46605	56724	50899	62006	49663
YCR032W	3	179520	186023	+	6504	16009	16723	11478	13326	18495	10565
YCR033W	3	186489	190169	+	3681	6664	24333	11442	15049	22705	11508
YCR034W	3	190592	191635	+	1044	5023	4361	4182	3383	4193	2781
YCR035C	3	191834	193018	-	1185	7531	4626	10716	6345	10363	5765
YCR036W	3	193297	194298	+	1002	6383	7268	5850	7393	7845	6618
YCR037C	3	194414	197185	-	2772	8157	6093	6282	4227	6980	3788
YCR038C	3	197621	199549	-	1929	881	1436	926	914	2001	756
YCR038W-A	3	199293	199418	+	126	7	19	3	25	26	19
YCR039C	3	199546	200178	-	633	381	530	279	315	235	303
YCR040W	3	200442	200969	+	528	1	4	0	1	0	0
YCR041W	3	200911	201243	+	333	83	85	71	119	67	83
YCR042C	3	201174	205397	-	4224	17981	14320	14938	10660	20290	8696
YCR043C	3	206261	206644	-	384	3122	2301	3419	2668	3526	2392
YCR044C	3	206877	207950	-	1074	3647	2906	2612	2155	2960	1467
YCR045C	3	208135	209610	-	1476	34	74	94	83	70	40
YCR045W-A	3	208751	209101	+	351	438	637	403	474	322	465
YCR046C	3	209914	210423	-	510	1174	3933	2004	3791	3172	2772
YCR047C	3	210718	211545	-	828	19152	6491	17533	6652	17212	5612
YCR047W-A	3	211301	211507	+	207	12	36	16	15	31	12
YCR049C	3	211871	212317	-	447	5	10	4	5	9	8
YCR048W	3	211929	213761	+	1833	3540	3146	4379	2481	3953	2635
YCR050C	3	213464	213772	-	309	7	5	6	6	4	1
YCR051W	3	214071	214739	+	669	15105	12071	13289	8722	18311	8547
YCR052W	3	214994	216445	+	1452	3594	8078	6174	6216	6383	5199
YCR053W	3	216697	218241	+	1545	4326	5504	5795	3547	18012	3106
YCR054C	3	218376	220067	-	1692	2962	1941	3215	2171	3396	2052
YCR057C	3	220457	223228	-	2772	19072	5751	25458	8009	22737	7395
YCR059C	3	223454	224230	-	777	4618	2564	3478	2300	4391	2157
YCR060W	3	224399	224734	+	336	2122	1830	1644	1756	2302	1812
YCR061W	3	225563	227458	+	1896	241	4209	851	2412	1039	2201
YCR064C	3	228095	228505	-	411	114	102	118	208	206	147
YCR063W	3	228318	228791	+	474	144	324	427	538	912	514
YCR065W	3	229310	231004	+	1695	602	1277	550	1143	4363	878
YCR066W	3	231500	232963	+	1464	1028	1776	1209	1355	2066	1230
YCR067C	3	233125	236322	-	3198	2823	6363	4201	4595	6238	3496
YCR068W	3	237214	238776	+	1563	1212	3513	1833	2576	4135	1942
YCR069W	3	239055	240011	+	957	588	5541	1636	3039	3502	2575
YCR071C	3	240103	240543	-	441	3825	5423	2993	4314	4002	3512
YCR072C	3	240805	242352	-	1548	3533	1531	8574	4069	8921	3950
YCR073C	3	242588	246583	-	3996	3138	2133	3035	1997	3942	1295
YCR073W-A	3	246963	247910	+	948	2566	9290	4198	7572	6866	6332
YCR075C	3	248033	248815	-	783	520	1176	288	791	763	726
YCR075W-A	3	248975	249202	+	228	1016	2842	1543	3673	2278	3326
YCR076C	3	249293	250045	-	753	4324	6538	3421	4593	5655	4531
YCR077C	3	250238	252628	-	2391	7216	11216	7463	7668	10550	7185
YCR079W	3	252845	254173	+	1329	6348	6813	3507	5068	6243	4618
YCR081W	3	254371	258654	+	4284	2590	6237	5459	4914	8639	3761
YCR081C-A	3	258415	258651	-	237	31	51	37	48	26	67
YCR082W	3	258883	259269	+	387	8578	10735	7900	9709	10689	8358
YCR083W	3	259578	259961	+	384	1354	1801	1153	2161	2315	2433
YCR084C	3	260311	262452	-	2142	1022	4126	1991	2958	6975	2454
YCR085W	3	262916	263269	+	354	14	90	45	81	28	86
YCR086W	3	263392	263964	+	573	305	1466	527	926	823	975
YCR087W	3	263976	264491	+	516	88	28	69	32	33	41
YCR087C-A	3	264006	264467	-	462	12752	1477	9521	2322	9207	1922
YCR088W	3	265068	266846	+	1779	1541	20519	5644	12242	15088	9752
YCR089W	3	267434	272263	+	4830	349	1314	572	633	2495	530
YCR090C	3	272315	272863	-	549	3073	2280	2243	2064	2904	1922
YCR091W	3	274404	276566	+	2163	707	6063	654	3219	2559	2864
YCR092C	3	276764	279820	-	3057	2005	1756	2405	1466	5575	1392
YCR093W	3	280117	286443	+	6327	15220	26592	18553	20383	42174	16952
YCR094W	3	286762	287937	+	1176	446	1291	949	767	2163	799
YCR095C	3	288170	289258	-	1089	4925	3648	3814	2970	4274	2628
YCR095W-A	3	289639	289797	+	159	138	237	184	205	408	175
YCR096C	3	293179	293538	-	360	16	6	10	9	5	8
YCR097W	3	293835	294321	+	487	6220	8935	4166	6865	5434	5830
YCR097W-A	3	294439	294705	+	267	8	11	1	7	14	2
YCR098C	3	297049	298605	-	1557	207	312	144	311	271	265
YCR099C	3	300832	301299	-	468	68	206	74	200	122	148
YCR100C	3	301271	302221	-	951	159	342	118	319	291	241
YCR101C	3	302482	303030	-	549	299	385	214	413	301	356
YCR102C	3	304361	305467	-	1107	30	54	34	49	94	42
YCR102W-A	3	306735	306932	+	198	0	2	0	1	4	1
YCR104W	3	307801	308175	+	375	0	3	2	3	8	2
YCR105W	3	309070	310155	+	1086	213	438	218	612	616	503
YCR106W	3	310958	313456	+	2499	950	917	880	699	2620	665
YCR107W	3	313890	314981	+	1092	971	1010	773	720	1948	657
YCR108C	3	315997	316188	-	192	0	13	4	0	11	0
YDL248W	4	1802	2953	+	1152	858	938	470	954	800	854
YDL247W-A	4	3762	3836	+	75	13	35	17	34	34	26
YDL247W	4	5985	7814	+	1830	21	46	19	26	40	28
YDL246C	4	8683	9756	-	1074	6	26	16	12	12	12
YDL245C	4	11657	13360	-	1704	6	6	2	8	8	12
YDL244W	4	16204	17226	+	1023	71	534	236	489	574	734
YDL243C	4	17577	18566	-	990	858	1149	841	1200	1534	956
YDL242W	4	18959	19312	+	354	9	35	11	36	43	35
YDL241W	4	20635	21006	+	372	14	20	22	9	48	14
YDL240C-A	4	22471	22608	-	138	3	4	0	0	2	3
YDL240W	4	22823	25876	+	3054	4879	7438	4762	5474	7995	4654
YDL239C	4	26403	28775	-	2373	2533	5344	2166	5277	4494	4000
YDL238C	4	28985	30454	-	1470	2094	4059	1543	3566	3218	3035
